sample_alias	tax_id	scientific_name	common_name	anonymized_name	sample_title	sample_description	COUNTRY	tissue_type	Source	DNA_Designation	DNA_Accno_source	DNA_VARNAME	DNA_VARNAME_unicode	DNA_Othername	Genetic_Stock_Accno	Genetic_stock_Designation(varname)	Variety Group (Tree)
IRIS_313-8890	4530	Oryza sativa	rice	IRIS 313-8890	WGS sequence of Rice line IRIS 313-8890	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Belgium	leaf	IRRI	WIR 1072::IRGC 57496-1-1	IRGC 57496	WIR1072	WIR1072		IRGC 121541	WIR 1072::IRGC 57496-1	Temperate japonica
IRIS_313-9346	4530	Oryza sativa	rice	IRIS 313-9346	WGS sequence of Rice line IRIS 313-9346	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Taiwan	leaf	IRRI	SHINCHIKU IKU 103::IRGC 10430-1-1	IRGC 10430	SHINCHIKU-IKU 103	SHINCHIKU-IKU 103		IRGC 121501	SHINCHIKU IKU 103::IRGC 10430-1	Temperate japonica
IRIS_313-9814	4530	Oryza sativa	rice	IRIS 313-9814	WGS sequence of Rice line IRIS 313-9814	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Hungary	leaf	IRRI	AMARELO::IRGC 9389-1-1	IRGC 9389	AMARELO	AMARELO		IRGC 121249	AMARELO::IRGC 9389-1	Intermediate type
IRIS_313-8324	4530	Oryza sativa	rice	IRIS 313-8324	WGS sequence of Rice line IRIS 313-8324	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Indonesia	leaf	IRRI	POENOET HITAM::IRGC 8193-1-1	IRGC 8193	POENOET HITAM	POENOET HITAM		IRGC 121474	POENOET HITAM::IRGC 8193-1	Tropical japonica
IRIS_313-8927	4530	Oryza sativa	rice	IRIS 313-8927	WGS sequence of Rice line IRIS 313-8927	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Taiwan	leaf	IRRI	NABESHI::IRGC 8269-1-1	IRGC 8269	NABESHI	NABESHI		IRGC 117535	NABESHI	Tropical japonica
IRIS_313-9519	4530	Oryza sativa	rice	IRIS 313-9519	WGS sequence of Rice line IRIS 313-9519	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Suriname	leaf	IRRI	WANICA::IRGC 3394-1-1	IRGC 3394	WANICA	WANICA		IRGC 125936	WANICA::IRGC 3394-1	Tropical japonica
IRIS_313-10152	4530	Oryza sativa	rice	IRIS 313-10152	WGS sequence of Rice line IRIS 313-10152	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Indonesia	leaf	IRRI	KETAN MENAH::IRGC 48733-1-1	IRGC 48733	KETAN MENAH	KETAN MENAH		IRGC 125798	KETAN MENAH::IRGC 48733-1	Japonica
IRIS_313-10272	4530	Oryza sativa	rice	IRIS 313-10272	WGS sequence of Rice line IRIS 313-10272	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Colombia	leaf	IRRI	COLOMBIA 1::IRGC 116970-1-1	IRGC 116970	COLOMBIA 1	COLOMBIA 1		IRGC 125714	COLOMBIA 1::IRGC 116970-1	Tropical japonica
IRIS_313-8769	4530	Oryza sativa	rice	IRIS 313-8769	WGS sequence of Rice line IRIS 313-8769	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Guinea	leaf	IRRI	KOSAGI::IRGC 57692-1-1	IRGC 57692	KOSAGI	KOSAGI		IRGC 126225	KOSAGI::IRGC 57692-1	Tropical japonica
IRIS_313-8999	4530	Oryza sativa	rice	IRIS 313-8999	WGS sequence of Rice line IRIS 313-8999	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	IRRI	ARC 11430 B::IRGC 14567-1-1	IRGC 14567	ARC 11430 B	ARC 11430 B		IRGC 125640	ARC 11430 B::IRGC 14567-1	Intermediate type
IRIS_313-9101	4530	Oryza sativa	rice	IRIS 313-9101	WGS sequence of Rice line IRIS 313-9101	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Malaysia	leaf	IRRI	DARAWAL::IRGC 71514-1-1	IRGC 71514	DARAWAL	DARAWAL		IRGC 125724	DARAWAL::IRGC 71514-1	Japonica
IRIS_313-9140	4530	Oryza sativa	rice	IRIS 313-9140	WGS sequence of Rice line IRIS 313-9140	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	China	leaf	IRRI	81 A 32::IRGC 60162-1-1	IRGC 60162	81 A 32	81 A 32		IRGC 125631	81 A 32::IRGC 60162-1	Intermediate type
IRIS_313-9404	4530	Oryza sativa	rice	IRIS 313-9404	WGS sequence of Rice line IRIS 313-9404	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Bhutan	leaf	IRRI	YANGKUM (RED)::IRGC 32406-1-1	IRGC 32406	YANGKUM(RED)	YANGKUM(RED)		IRGC 117593	YANGKUM (RED)	Intermediate type
IRIS_313-9648	4530	Oryza sativa	rice	IRIS 313-9648	WGS sequence of Rice line IRIS 313-9648	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	United States	leaf	IRRI	NEWREX::IRGC 64657-1-1	IRGC 64657	NEWREX	NEWREX		IRGC 125855	NEWREX::IRGC 64657-1	Intermediate type
